ActName, ActYear, File Names
Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement (Maharashtra Amendment) Act, 2018
Bombay Village Panchayats and the Maharashtra Zilla Parishads and Panchayat Samitis (Second Amendment) Act, 2000
Pandharpur Temples Act, 1973
Maharashtra Legislative Council (Chairman and Deputy Chairman) and Maharashtra Legislative Assembly (Speaker and Deputy Speaker) Salaries and Allowances Act, 1956
Maharashtra Universities (Amendment) Act, 2016
Maharashtra Requisitioning (and Control) of Motor Vehicles Act, 1965
Bombay Primary Education and the Maharashtra Employees of Private Schools (Conditions of Service) Regulation (Amendment) Act, 2011
Maharashtra Village Panchayats (Amendment) Act, 2016
Maharashtra Agricultural Lands (Ceiling on Holdings) (Amendment) Act, 2017
Maharashtra Co-operative Societies (Amendment) Act, 2006
Maharashtra Value Added Tax (Amendment) Act, 2008
Industrial Disputes (Maharashtra Amendment) Act, 2003
Bombay Betting Tax Act, 1925
Bombay Court-fees (Amendment) Act, 2008
Maharashtra State Commission for Women Act, 1993
Bombay Prohibition (Amendment) Act, 2000
Mumbai Municipal Corporation and Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Amendment) Act, 2015
Maharashtra Entertainments Duty (Amendment) Act, 2015
Maharashtra Shops and Establishments (Regulation of Employment and Conditions of Service) Act, 2017
Pandharpur Temples (Amendment) Act, 2018
Maharashtra Land Revenue Code (Amendment) Act, 2003
Maharashtra Water Conservation Corporation (Amendment) Act, 2001
Maharashtra Fisheries (Amendment) Act, 2015
Maharashtra Provision of Facilities for Agricultural Credit by Banks Act, 1974
Sandip University Act, 2015
Maharashtra State Minorities Commission Act, 2004
Maharashtra Tribals Economic Condition (Improvement) Act, 1976
Maharashtra Tax Laws (Levy and Amendment) Act, 2018
Shree Sai Baba Sansthan Trust (Shirdi) (Amendment) Act, 2011
Maharashtra Increase of Land Revenue and Special Assessment Act, 1974
Maharashtra Regional and Town Planning (Amendment and Validation) Act, 2010
Maharashtra Keeping and Movement of Cattle in Urban Areas (Control) Act, 1976
Maharashtra Legislature Members' Pension (Third Amendment) Act, 2006
Maharashtra Land Revenue Code (Third Amendment) Act, 2007
							Maharashtra Purchase Tax on Sugarcane Act, 1962
Maharashtra Housing (Regulation and Development) Act, 2012
Maharashtra Domestic Workers Welfare Board Act, 2008
Maharashtra Land Revenue Code (Amendment) Act, 2014
Maharashtra Maritime Board Act, 1996
Bombay Stamp (Amendment) Act, 2011
Maharashtra Stamp (Amendment and Validation) Act, 2017
Maharashtra University of Health Sciences Act, 1998, 2007_M_151.txt, 2010_S_73.txt, 2003_U_74.txt, 2001_S_958.txt
Maharashtra (Supplementary) Appropriation Act, 2018
Bombay Smoke-nuisances Act, 1912
FLAME University Act, 2014
Surgeon General with Government, etc. (Change in Designations) Act, 1972
Maharashtra Municipal Corporations and the Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Third Amendment) Act, 2015
Maharashtra National and State Parks Act, 1970
Maharashtra Co-operative Societies (Third Amendment) Act, 2017
MIT Art, Design and Technology University Act, 2015
Maharashtra Appropriation Act, 2004
Maharashtra Supply of Forest-produce by Government (Revision of Agreements) Act, 1982
Maharashtra Co-operative Societies (Amendment) Act, 2015
							Maharashtra Recognition of Trade Unions and Prevention of Unfair Labour Practices Act, 1971
Mumbai Municipal Corporation and the Maharashtra (Urban Areas) Protection and Preservation of Trees (Amendment) Act, 2012
Bombay Special Tribunal (Continuance) Act, 1946
Maharashtra Municipal Corporations and Municipal Councils (Amendment) and Temporary Provisions for Conduct of Elections of Municipal Corporations Act, 2001
Maharashtra Self-financed Schools (Establishment and Regulation) (Amendment) Act, 2013
Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Second Amendment) Act, 2001
Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Amendment) Act, 2000
Maharashtra Municipal Corporations and Municipal Councils Temporary Postponement of Elections (of the Mayors and Deputy Mayors of Certain Municipal Corporations and Presidents of Certain Municipal Councils due to ensuing general elections to the State Legislative Assembly) Act, 2014
Bombay Motor Vehicles Tax (Third Amendment) Act, 2001
Bombay Provincial Municipal Corporations (Amendment) and the City of Nagpur Corporation (Repeal) Act, 2011
Maharashtra Paramedical Council (Amendment) Act, 2017
Maharashtra Agricultural Universities (Krishi Vidyapeeths) (Amendment) Act, 2013
Maharashtra Forest Development (Tax on sale of forest-produce by Government or Forest Development Corporation) (Continuance) (Amendment) Act, 2001
Bombay Sales Tax (Amendment) Act, 2000
Maharashtra Co-operative Societies (Second Amendment) Act, 2000, 2001_G_175.txt
Maharashtra Regional and Town Planning (Amendment) Act, 2002
Bombay Village Panchayats and Maharashtra Zilla Parishads and Panchayat Samitis (Second Amendment) Act, 2011
Maharashtra Agricultural Produce Marketing (Development and Regulation) (Amendment) Act, 2017
Maharashtra Village Panchayats (Amendment) Act, 2015
Maharashtra University of Health Sciences (Amendment) Act, 2001
Bombay Homoeopathic Practitioners (Amendment) Act, 2011
Maharashtra Contingency Fund Act, 1956
Maharashtra Tax on Sale of Electricity (Amendment) Act, 2004
Bombay Court-fees (Amendment and Continuance) Act, 2002
Maharashtra Miscellaneous Alienations (in Hyderabad Enclaves) Abolition Act, 1965
Maharashtra Right to Public Services Act, 2015
Mumbai Municipal Corporation (Amendment and Validation) Act, 2011
Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Third Amendment) Act, 2006
Maharashtra Tax Laws (Levy, Amendment and Validation) Act, 2011
Bombay Village Panchayats and the Maharashtra Zilla Parishads and Panchayat Samitis (Second Amendment) Act, 2003
Maharashtra Marine Fishing Regulations Act, 1981
Maharashtra Municipal Corporations and the Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Fourth Amendment) Act, 2015
Maharashtra Agricultural Produce Marketing (Development and Regulation) (Amendment) Act, 2016
Bombay Hindu Women's Rights to Property (Extension to Agricultural Land) Act, 1947
Maharashtra Appropriation (Third Excess Expenditure) Act, 2016
Symbiosis Skills and Open University Act, 2017
Bombay Electricity Duty (Amendment) Act, 2012
Maharashtra Zilla Parishads and Panchayat Samitis (Amendment) Act, 2003
Banking Companies (Legal Practitioners Accounts) Act, 1949
Mumbai Municipal Corporation and the Bombay Provincial Municipal Corporations (Temporary Amendment) Act, 2007
Maharashtra Land Revenue Code and the Maharashtra Restoration of Lands to Scheduled Tribes (Amendment) Act, 2010
Bombay Court-fees (Amendment) Act, 2004
Bombay Tenancy and Agricultural Lands, the Hyderabad Tenancy and Agricultural Lands and the Bombay Tenancy and Agricultural Lands (Vidarbha Region) (Amendment) Act, 2011
Maharashtra Special Provision for Payment of Stamp Duty Act, 1974
Maharashtra Employment Guarantee Act, 1977, 1985_B_41.txt, 1995_J_14.txt
Maharashtra State Enterprises (Restructuring and Other Special Provisions) Act, 2000
Maharashtra Advocates Welfare Fund (Amendment) Act, 2015
Bombay Bhagdari and Narwadari Tenures Abolition Act, 1949
Vishwakarma University Act, 2017
Bombay Habitual Offenders Act, 1959
Bombay Prohibition (Amendment) Act, 2006
Maharashtra Municipal Corporations and the Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Amendment) Act, 2016
Electricity (Supply) (Maharashtra Amendment) Act, 2000
Bombay Merged Territories and Areas (Jagirs Abolition) Act, 1953, 1955_M_9.txt, 1991_S_126.txt, 1979_S_146.txt, 1986_S_187.txt, 1978_M_13.txt, 1976_S_146.txt, 1965_S_53.txt, 1970_K_45.txt
Maharashtra Tax Laws (Levy, Amendment and Validation) Act, 2017
Maharashtra Municipal Property Tax Board Act, 2011
Leaders of Opposition in Maharashtra Legislature Salaries and Allowances Act, 1978
Bombay Refugees Act, 1948
Mumbai Municipal Corporation (Amendment) Act, 2015
Regularisation of Unauthorised Developments in the City of Ulhasnagar Act, 2006
Maharashtra Water Conservation Corporation Act, 2000
Maharashtra Universities (Temporary postponement of elections of members of university authorities and other bodies) Act, 2015
Maharashtra Sinhastha Fair Pilgrim Tax Act, 1980
Maharashtra Land Revenue Code (Amendment) Act, 2005
Bombay Village Panchayats (Amendment) Act, 2011
Maharashtra Metropolitan Planning Committees (Constitution and Functions) (Continuance of Provisions) Act, 1999
Maharashtra Municipal Corporations (Amendment) Act, 2004
Shree Siddhi Vinayak Ganpati Temple Trust (Prabhadevi) (Amendment) Act, 2003
Maharashtra Fire Prevention and Life Safety Measures (Amendment) Act, 2015
Maharashtra Sales Tax (Second Amendment) Act, 1982
Maharashtra Land Revenue Code (Second Amendment) Act, 2015
City of Bombay Municipal Investment Act, 1898
Maharashtra Municipal Corporations and the Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Amendment) Act, 2015
Maharashtra Agricultural Universities (Krishi Vidyapeeths) (Amendment) Act, 2003
Maharashtra Municipal Corporations and Municipal Councils (Amendment) Act, 2006
Maharashtra Slum Improvement Board Act, 1973, 1986_B_28.txt
Maharashtra Land Revenue Code (Second Amendment) Act, 2014
Maharashtra Regional and Town Planning (Amendment) Act, 2005
Registration (Maharashtra Amendment) Act, 2010
Maharashtra Police (Amendment) Act, 2015
Bombay Tenancy and Agricultural Lands (Amendment) Act, 2005
Bombay Disqualification of Aliens Act, 1918
Maharashtra Land Revenue Code (Second&nbsp;Amendment) Act, 2012
Maharashtra Lifts, Escalators and Moving Walks Act, 2017
Maharashtra Universities (Amendment) Act, 2013
Shree Sai Baba Sansthan Trust (Shirdi) Act, 2004
Maharashtra Land Revenue Code (Amendment) Act, 2004
Maharashtra Vacant Lands (Prohibition of Unauthorised Occupation and Summary Eviction) Act, 1975, 1977_S_46.txt
Maharashtra Tax Laws (Levy, Amendment and Validation) (Second Amendment and Continuance) Act, 1993
Kavi Kulaguru Kalidas Sanskrit Vishvavidyalaya (University) Act, 1997
Maharashtra Co-operative Societies (Amendment) Act, 2010
Bombay Homoeopathic Practitioners Act, 1959, 1996_A_170.txt
Mumbai Metropolitan Region Development Authority Act, 1974, 2008_S_1058.txt, 2006_S_266.txt, 2009_M_344.txt
Bombay Sales Tax (Amendment) Act, 1983
Mumbai Municipal Corporation (Amendment) Act, 2008
Lepers (Maharashtra Repeal) Act, 1983
Maharashtra Universities (Second Amendment) Act, 2015
Bombay Live-Stock Improvement Act, 1933
Maharashtra Apartment Ownership Act, 1970, 1999_S_480.txt, 2010_P_15.txt
Bombay Stamp (Amendment) Act, 2006
Bombay Stamp (Amendment) Act, 2008
Nagpur Improvement Trust (Amendment) Act, 2011
Maharashtra (Second Supplementary) Appropriation Act, 2004
Administrators-General (Maharashtra Amendment) Act, 2001
Pulgaon Cotton Mills Limited (Acquisition of Shares) Act, 1982
Maharashtra Agricultural Lands (Ceiling on Holdings) (Amendment) Act, 2001
Maharashtra Appropriation (Excess Expenditure) Act, 2016
Bombay Stamp (Third Amendment) Act, 2003
Maharashtra Fiscal Responsibility and Budgetary Management Act, 2005
Bombay Public Trusts (Amendment) Act, 2005
Maharashtra Water Resources Regulatory Authority Act, 2005
Maharashtra Court Fees Act, 1959
Maharashtra Sales Tax (Third Amendment) Act, 1982
Maharashtra Tax Laws (Levy and Amendment) Act, 2002
Bombay Paragana and Kulkarni Watans (Abolition), the Bombay Service Inams (Useful to Community) Abolition, the Bombay Merged Territories Miscellaneous Alienations Abolition, the Bombay Inferior Village Watans Abolition and the Maharashtra Revenue Patels (Abolition of Office) (Amendment) Act, 2008
Bombay Village Panchayats (Second Amendment) Act, 2002
Maharashtra Khadi and Village Industries (Amendment) Act, 2013
Bombay Prohibition (Amendment) Act, 2005
Bombay Hereditary Offices Act, 1874, 2006_S_37.txt, 2009_V_117.txt, 1984_A_28.txt, 1980_T_21.txt, 1980_S_59.txt, 1973_L_9.txt, 1962_S_94.txt, 1986_J_17.txt, 1993_N_47.txt, 1982_N_2.txt, 1962_V_10.txt, 1960_S_42.txt, 1966_B_35.txt, 1960_B_15.txt, 1963_L_8.txt
Payment of Wages and Minimum Wages (Maharashtra Amendment) Act, 2010
Code of Criminal Procedure (Maharashtra Amendment) Act, 2015
Bombay Village Panchayats (Amendment) Act, 2010
Maharashtra Legislature Members (Removal of Disqualifications) (Amendment) Act, 2001
Bombay Entertainments Duty (Amendment) Act, 2006
Nagpur Improvement Trust, the Maharashtra Secondary and Higher Secondary Education Boards, the Maharashtra Public Libraries, the Mahatma Phule Vastu Sangrahalaya, Poona, the Maharashtra Agricultural Universities (Krishi Vidyapeeths), the Maharashtra Universities and the Maharashtra University of Health Sciences (Amendment) Act, 2005
Maharashtra Essential Services Maintenance Act, 2011
Prevention of Cruelty to Animals (Maharashtra Amendment) Act, 2017
Bombay Coasting-Vessels (Amendment) Act, 1952
State Election Commissioner (Qualifications and Appointment) (Amendment) Act, 2000
Maharashtra Advertisements Tax Act, 1967
Maharashtra Ownership Flats (Regulation of the Promotion of Construction, Sale, Management and Transfer) (Retrospective and Extension of Duration) Act, 2000
Maharashtra Appropriation Act, 2015
Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Amendment) Act, 2007
Maharashtra Regional and Town Planning (Amendment) Act, 2003
Maharashtra Water Resources Regulatory Authority (Amendment and Continuance) Act, 2011
Ajeenkya DY Patil University Act, 2014
Bombay Markets And Fairs Act, 1862
Maharashtra Private Security Guards (Regulation of Employment and Welfare) Act, 1981, 2008_B_175.txt, 1987_S_58.txt, 2007_G_28.txt, 1993_H_30.txt
Maharashtra (Third Supplementary) Appropriation Act, 2004
Maharashtra Civil Courts Act, 1869, 2018_N_9.txt
Maharashtra Appropriation (Second Excess Expenditure) Act, 2016
Mumbai Municipal Corporation (Amendment) Act, 2017
Maharashtra Education and Employment Guarantee (Cess) (Amendment) Act, 2005
Bombay City (Inami and Special Tenures) Abolition and Maharashtra Land Revenue Code (Amendment) Act, 1969
Maharashtra Abolition of Subsisting proprietary Rights to Mines and Minerals in certain Lands Act, 1985
Bombay Pleaders Act, 1920, 1975_J_17.txt
Bombay City Civil Court Act, 1948, 1977_M_41.txt, 2018_N_9.txt, 1991_J_20.txt, 1971_H_3.txt, 2005_J_40.txt
Maharashtra Land Revenue (Revival of Certain Rules Relating to Non-Agricultural Assessment) Act, 1972
Maharashtra Regional and Town Planning (Amendment and Continuance) Act, 2001
Maharashtra State Tax on Professions, Trades, Callings and Employments (Amendment) Act, 2006
Maharashtra Ancient Monuments and Archaeological Sites and Remains Act, 1960
Maharashtra Sales Tax on Transfer of Property in Goods Involved in Execution of Works Contracts (Re-Enacted) (Amendment) Act, 1999
Maharashtra Municipal Corporations (Amendment) Act, 2015
Maharashtra Pre-School Centres (Regulation of Admission) (Repeal) Act, 2000
Maharashtra Tax Laws (Levy, Amendment Short title and Validation) Act, 2016
Maharashtra Tax Laws (Amendment) Act, 2003
Maharashtra Truck Terminal (Regulation of Location) Act, 1995
Maharashtra Agricultural Produce Marketing (Regulation) (Amendment) Act, 2005
Bombay Prohibition of Simultaneous Membership Act, 1957
Maharashtra Value Added Sales Tax Act, 2002 (Draft)
Maharashtra Co-operative Societies (Second Amendment) Act, 2001
Bombay Village Panchayats (Third Amendment) Act, 2002
Bombay Local Fund Audit Act, 1930
Maharashtra University of Health Sciences (Amendment and Continuance) Act, 2002
Maharashtra Village Police Act, 1967
Maharashtra Public Trusts (Amendment) Act, 2017
Maharashtra Municipal Corporations and Municipal Councils (Amendment) Act, 2007
Bombay Tenancy and Agricultural Lands (Amendment) Act, 2000
Bombay Nursing Homes Registration Act, 1949
Maharashtra Slum Areas (Improvement, Clearance and Redevelopment) (Amendment) Act, 2003
Maharashtra Devdasi System (Abolition) Act, 2005
Maharashtra Motor Vehicles Tax (Amendment) (Amendment) Act, 2018
Bombay Motor Vehicles Tax (Amendment) Act, 2001
Bombay Village Sanitation Act, 1889
Maharashtra Appropriation Act, 2018
Maharashtra (Supplementary) Appropriation Act, 2005
Maharashtra Value Added Tax (Amendment) Act, 2010
Maharashtra Management of Irrigation Systems by Farmers Act, 2005
Bombay Village Panchayats and the Maharashtra Zilla Parishads and Panchayat Samitis (Amendment) Act, 2001
Maharashtra Municipal Corporations and Municipal Councils (Amendment) Act, 2008
Maharashtra Non-biodegradable Garbage (Control) Act, 2006
Maharashtra Prevention of Dangerous Activities of Slumlords, Bootleggers, Drug-offenders, Dangerous persons and video pirates (Amendment) Act, 2015
Maharashtra Rent Control Act, 1999, 2010_A_107.txt, 2014_K_43.txt, 2008_O_31.txt, 2014_I_17.txt, 2003_S_131.txt, 2017_D_103.txt, 2011_V_13.txt, 2004_J_34.txt, 2014_O_14.txt, 2011_C_43.txt, 2007_K_85.txt, 2011_B_23.txt, 2011_N_36.txt, 2009_F_1.txt, 2007_M_295.txt, 2009_S_1249.txt, 2010_B_31.txt, 2006_S_499.txt, 2013_T_44.txt, 2003_S_22.txt, 2010_N_26.txt, 2012_M_88.txt, 2014_N_6.txt, 2016_B_37.txt, 2017_U_104.txt, 2007_N_1.txt, 2003_M_245.txt, 2003_V_68.txt, 2006_U_113.txt
Maharashtra University of Health Sciences (Second Amendment) Act, 2010
Bombay Drugs (Control) Act, 1959
Coroners (Maharashtra Repeal) Act, 1999
Maharashtra Municipal Councils, Nagar Panchayats and Industrial Townships (Amendment) Act, 2017
Bombay Inferior Village Watans Abolition Act, 1958, 2003_C_63.txt, 2009_V_117.txt, 1989_B_12.txt
Lepers (Bombay Amendment) Act, 1955
Maharashtra Essential Services Maintenance Act, 2005
Maharashtra Municipal Corporations and Municipal Councils (Second Amendment) Act, 2010
Maharashtra Essential Services Maintenance Act, 2017
Maharashtra Universities (Amendment) Act, 2001
							Maharashtra Right to Information Act, 2000
Maharashtra Raw Cotton (Procurement, Processing and Marketing) (Retrospective Extension of Duration) Act, 2000
Maharashtra State Board of Nursing and Paramedical Education Act, 2013
Maharashtra Prevention of Defacement of Property Act, 1995
Maharashtra Prevention of Malpractices at University, Board and other specified Examinations Act, 1982
Bombay Lotteries (Control and Tax) and Prize Competitions (Tax) Act, 1958, 1984_H_1.txt
							Maharashtra Right to Information Act, 2002
Bombay Cotton (Statistics) Act, 1946
Shivraj Fine Art Litho Works (Acquisition and Transfer of Undertaking) Act, 1984
Maharashtra Tenancy and Agricultural Lands Laws (Amendment) Act, 2004
Bombay Tolls on Roads and Bridges Act, 1875
Maharashtra Ownership Flats (Regulation of the promotion of construction, sale, management and transfer) (Retrospective Extension of Duration and Amendment) Act, 2005
Maharashtra Tax on Sale of Electricity (Amendment) Act, 2008
Bombay Agricultural Pests and Diseases Act, 1947
Maharashtra Value Added Tax (Amendment) Act, 2011
Chhatrapati Shivaji Maharaj University, Panvel, Act, 2018
Maharashtra Prevention of Dangerous Activities of Slumlords, Bootleggers Drug-offenders Dangerous persons and Video pirates Act, 1981
Maharashtra Goods and Services Tax (Compensation to the Local Authorities) Act, 2017
Maharashtra Co-operative Societies Act, 1960, 2018_I_6.txt, 1997_P_141.txt, 2005_U_40.txt, 2013_M_79.txt, 2008_A_187.txt, 2007_A_88.txt, 2018_C_8.txt, 1988_F_2.txt, 1981_N_10.txt, 1998_M_2.txt, 1996_H_40.txt, 2005_S_574.txt, 1966_S_102.txt, 1968_N_14.txt, 1968_D_6.txt, 2004_S_189.txt, 2015_M_61.txt, 1969_A_15.txt, 2007_M_311.txt, 2010_P_15.txt, 2000_T_88.txt, 2013_S_203.txt, 2000_M_133.txt, 1988_S_48.txt, 2008_Y_10.txt, 1988_S_27.txt, 1972_P_23.txt, 2011_S_400.txt, 1992_J_8.txt, 2012_M_68.txt, 2009_A_65.txt, 1992_S_344.txt, 1990_V_42.txt, 2002_P_25.txt, 2017_O_17.txt, 2000_L_21.txt, 2010_K_14.txt, 2006_B_48.txt, 2003_T_65.txt, 1999_S_477.txt, 2001_G_175.txt, 1976_N_10.txt, 1986_A_49.txt, 2016_A_77.txt, 1987_P_25.txt, 2003_C_147.txt, 1990_D_12.txt, 2007_T_70.txt, 2016_U_72.txt, 2002_N_44.txt
Maharashtra Lokayukta and Upa-Lokayuktas Act, 1971
Bombay Wild Animals and Wild Birds Protection Act, 1951
Maharashtra Prevention of Communal, Anti-social and other dangerous Activities Act, 1980
Bombay Forfeited Land Restoration Act, 1938
Maharashtra (Supplementary) Appropriation Act, 2006
Maharashtra Regional and Town Planning (Third Amendment) Act, 2015
Maharashtra Appropriation (Second Excess Expenditure) Act, 2006
Maharashtra State Commission for Backward Classes Act, 2005
Maharashtra Value Added Tax (Amendment) Act, 2007
Bombay Prevention of Gambling Act, 1887, 1976_C_16.txt, 1986_S_130.txt, 2003_R_108.txt, 1956_H_4.txt, 1978_S_76.txt, 1960_V_3.txt, 1966_S_71.txt, 1957_S_6.txt, 1996_S_985.txt
Mumbai Municipal Corporation (Temporary Amendment) Act, 2007
Maharashtra Drinking Water Supply Requisition Act, 1983
Bombay Motor Vehicles Tax (Third Amendment) Act, 2006
Bombay Police (Amendment) Act, 2000
Bombay Entertainments Duty (Second Amendment) Act, 2003
Bombay Warehouses Act, 1959
Bombay Service Inams (Useful to Community) Abolition Act, 1953
Maharashtra Tax Laws (Levy, Amendment and Validation) Act, 2004
Maharashtra Land Revenue Code (Amendment) Act, 2002
Maharashtra Industrial Development Act, 1961, 1992_M_42.txt, 2011_T_54.txt, 2009_S_949.txt, 2006_A_37.txt, 2009_Y_13.txt, 1966_S_101.txt, 1970_S_173.txt, 2013_S_403.txt, 1996_S_838.txt, 2011_G_23.txt, 1975_I_6.txt
Bombay Village Panchayats and the Maharashtra Zilla Parishads and Panchayat Samitis (Amendment) Act, 2005
Maharashtra Appropriation (Vote on Account) Act, 2005
Hyderabad Abolition of Inams and Cash Grants (Amendment) Act, 2015
Maharashtra Regional and Town Planning Act, 1966, 2013_B_59.txt, 2002_P_31.txt, 2014_K_53.txt, 2008_L_64.txt, 2006_B_97.txt, 2011_A_18.txt, 2017_S_457.txt, 2007_A_88.txt, 2004_S_664.txt, 2011_T_54.txt, 2000_U_61.txt, 1991_B_12.txt, 2005_B_133.txt, 2008_J_81.txt, 2003_C_101.txt, 2005_R_84.txt, 1988_S_14.txt, 2015_N_10.txt, 2013_K_60.txt, 2017_S_198.txt, 2007_S_588.txt, 2016_S_82.txt, 2010_P_15.txt, 2008_P_152.txt, 1996_M_359.txt, 2012_J_17.txt, 2017_P_54.txt, 2014_C_43.txt, 2004_S_671.txt, 2014_S_125.txt, 2011_M_6.txt, 2008_V_59.txt, 2008_S_1419.txt, 2014_M_104.txt, 2011_S_187.txt, 2010_T_48.txt, 2004_P_120.txt, 2009_S_950.txt, 2002_P_28.txt, 2012_R_66.txt, 2008_P_61.txt, 2005_S_70.txt, 1998_L_16.txt, 2009_M_77.txt, 2008_S_1050.txt, 2006_S_500.txt, 2009_S_4.txt, 1971_M_114.txt, 1999_B_129.txt, 2015_R_41.txt, 2011_G_23.txt, 2003_L_33.txt, 2013_M_117.txt, 2011_R_10.txt, 2013_P_28.txt, 2013_O_9.txt, 2001_P_59.txt, 2015_C_28.txt, 2005_M_332.txt, 2014_S_369.txt, 2014_S_364.txt, 2017_M_175.txt, 1995_C_63.txt, 2011_O_5.txt, 2011_T_19.txt, 2011_S_211.txt, 2007_S_793.txt, 2007_S_351.txt, 1996_H_27.txt, 2005_S_809.txt, 2009_P_141.txt, 2013_S_62.txt, 1999_S_123.txt
Maharashtra Motor Vehicles Tax (Amendment) Act, 2016
Maharashtra Tenancy and Agricultural Lands, the Hyderabad Tenancy and Agricultural Lands and the Maharashtra Tenancy and Agricultural Lands (Vidarbha Region) (Second Amendment) Act, 2016
Factories (Maharashtra Amendment) Act, 2006
Maharashtra Workmen's Minimum House-rent Allowance Act, 1983
Bombay Ferries and Inland Vessels Act, 1868
Bombay Abkari Act, 1878, 1960_T_90.txt, 2004_V_85.txt
Maharashtra Co-operative Societies (Second Amendment) Act, 2013
Maharashtra Municipal Corporations (Second Amendment) Act, 2000
Maharashtra Legislature Members (Removal of Disqualifications) Act, 1956
Maharashtra Tax Laws (Levy, Amendment and Validation) Act, 2005
Bombay Motor Vehicles Tax, the Motor Vehicles (Taxation of Passengers), the Maharashtra Education and Employment Guarantee (Cess), the Tax on Sale of Electricity, the State Tax on Professions, Trades, Callings and Employments, the Tax Acts (Amendment) and the Employment Guarantee (Amendment) and the Bombay State Scarcity Relief Fund (Repeal) Act, 2008
Maharashtra Tax on Lotteries Act, 2006
Bombay Motor Vehicles Tax (Amendment) Act, 2006
Bombay Hindu Places of Public Worship (Entry Authorization) Act, 1956
Puducherry Value Added Tax Act, 2007
Pondicherry General Sales Tax (Amendment) Act, 1997
Pondicherry General Sales Tax (Amendment) Act, 1982
Puducherry Value Added Tax (Second Amendment) Act, 2009
Parliamentary Secretary (Payment of Special Allowance and Prevention of Disqualification) Act, 1971
Pondicherry Value Added Tax Act, 2003
Pondicherry Members of the Legislative Assembly (Prevention of Disqualification) Act, 1994
Pondicherry General Sales Tax (Amendment) Act, 1999
Pondicherry General Sales Tax (Second Amendment) Act, 1994
Pondicherry General Sales Tax (Amendment) Act, 1986
Arbitration (Extension to Nagaland) Act, 1978
State of Nagaland (Amendment) Act, 1981
State of Nagaland Act, 1962, 1966_R_32.txt, 2010_S_507.txt, 1965_S_86.txt
Nagaland Amusements Tax Act, 1965
Nagaland Eviction of Persons in Unauthorised Occupation of Public Land Act, 1971
Nagaland Essential Services (Maintenance) Act, 1978
Nagaland Health Care Establishments Act, 1997
Nagaland University Act, 1989
Nagaland Board of Secondary and Higher Secondary School Education Act, 1973
Nagaland State Legislature Members (Removal of Disqualification) Act, 1964
Nagaland Appropriation Act, 1976
Chhattisgarh Niji Vyavasayik Shikshan Sanstha (Pravesh Ka Viniyaman Avam Shulk Ka Nirdharan) Adhiniyam, 2008
Chhattisgarh Value Added Tax (Amendment) Act, 2007
Chhattisgarh Vidhan Mandal Neta Pratipaksha (Vetan Tatha Bhatta) (Sanshodhan) Act, 2010
Chhattisgarh Municipalities (Amendment) Act, 2015
Chhattisgarh Municipal Corporation (Amendment) Act, 2005
Chhattisgarh Krishi Upaj Mandi (Sanshodhan) Act, 2008
Chhattisgarh Entertainment Duty and Advertisement Tax (Amendment) Act, 2008
Chhattisgarh Co-operative Societies (Amendment) Act, 2004
Indian Stamp Act, 1899 (As applicable in Chhattisgarh)
Chhattisgarh Swami Vivekanand Technical University Adhiniyam, 2004
Indian Stamp (Chhattisgarh Amendment) Act, 2005
Code of Criminal Procedure (Chhattisgarh Amendment) Act, 2005
Chhattisgarh Panchayat Raj (Sanshodhan) Adhiniyam, 2008
Chhattisgarh Private Universities (Establishment and Operation) (Amendment) Act, 2008
Chhattisgarh Krishi Upaj Mandi (Amendment) Act, 2005
Ayush And Health Sciences University Of Chhattisgarh Act, 2008
Chhattisgarh Municipal Revenue (Establishment of Regulatory Commission) Act, 2011
Chhattisgarh Shaskiya Sevak (Adhivarshiki-Ayu) (Sanshodhan) Adhiniyam, 2013
Chhattisgarh Excise (Amendment) Act, 2011
Chhattisgarh Land Revenue Code (Amendment) Act, 2005
Chhattisgarh Private Universities (Establishment and Operation) Act, 2005
Chhattisgarh Vishesh Suraksha Adhiniyam, 2005
Chhattisgarh Motoryan Karadhan Adhiniyam, 1991
Chhattisgarh Public Libraries Act, 2008
Chhattisgarh Shaskiya Sevak (Adhivarshiki-Ayu) (Sanshodhan) Adhiniyam, 2014
Chhattisgarh Zila Yojana Samiti (Sanshodhan) Adhiniyam, 2001
Chhattisgarh Karadhan (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Kushabhau Thakre Patrakarita Avam Jansanchar (Amendment) Act, 2008
Chhattisgarh Upkar (Sanshodhan) Adhiniyam, 2004
Chhattisgarh Vritti Kar (Sanshodhan) Adhiniyam, 2001
Chhattisgarh Municipal Corporation (Amendment) Act, 2015
Chhattisgarh High Court (Appeal to Division Bench) (Amendment) Act, 2013
