ActName, ActYear, File Names
Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement (Maharashtra Amendment) Act, 2018
Chhattisgarh Vidhan Sabha Sadasya Vetan, Bhatta Tatha Pension (Sanshodhan) Adhiniyam, 2011
Chhattisgarh Land Revenue Code (Amendment) Act, 2005 (6 of 2005)
Chhattisgarh Motoryan Karadhan (Sanshodhan) Adhiniyam, 2011
Maharishi University of Management and Technology Act, 2002
Chhattisgarh fiscal Responsibility and Budget Management Act, 2005
Chhattisgarh Sinchai Prabandhan Me Krishakon Ki Bhagidari (Sanshodhan) Adhiniyam, 2005
Chhattisgarh Vanijyik Kar (Amendment) Act, 2003
Indira Gandhi Krishi Vishwavidyalaya (Chhattisgarh) Adhiniyam, 1987
Chhattisgarh Municipalities (Sanshodhan) Act, 2009
Chhattisgarh Land Revenue Code (Amendment) Act, 2011
Indian Stamp Act, 1899 (Chhattisgarh Amendment) Act, 2013
Chhattisgarh Anadhikrit Vikas Ka Niyamitikaran Adhiniyam, 2002
Chhattisgarh Vishwavidyalaya (Sanshodhan) Adhiniyam, 2005
Chhattisgarh Municipal Corporation (Amendment) Act, 2005 (10 of 2005)
Motoryan Karadhan (Sanshodhan) Adhiniyam, 2001
Chhattisgarh Value Added Tax (Amendment) Act, 2006
Chhattisgarh Agricultural Cattle Preservation Act, 2004
Chhattisgarh Tobacco (Nirsan) Act, 2008
Chhattisgarh Mantri (Vetan Tatha Bhatta) (Sanshodhan) Adhiniyam, 2010
Chhattisgarh Private Universities (Establishment And Operation) (Amendment) Act, 2010
Chhattisgarh Fiscal Responsibility and Budget Management (Amendment) Act, 2011
Chhattisgarh Municipalities (Amendment) Act, 2011
Chhattisgarh Swami Vivekanand Technical University (Amendment) Act, 2006
Chhattisgarh Rajya Pichhada Varg Ayog (Sanshodhan) Act, 2007
Indira Gandhi Krishi Vishwavidhyalaya (Sanshodhan) Act, 2010
Chhattisgarh Entertainment Duty And Advertisement Tax (Amendment) Act, 2010
Chhattisgarh Vishwavidyalaya (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Rajim Kumbh Mela Act, 2006
Chhattisgarh Vanijyik Kar (Sanshodhan) Adhiniyam, 2001
Chhattisgarh Value Added Tax (Amendment) Act, 2013
Chhattisgarh Land Holdings (Validation) Act, 2013
Jawaharlal Nehru Krishi Vishwa Vidyalaya (Sanshodhan) Adhiniyam, 2000
Chhattisgarh Adhivakta Kalyan Nidhi (Sanshodhan), Adhiniyam, 2004
Chhattisgarh Excise (Amendment) Act, 2004
Chhattisgarh Vidhan Mandal Neta Pratipaksh (Vetan Tatha Bhatta) Adhiniyam, 1980
Chhattisgarh Entertainment Duty and Advertisement Tax (Amendment) Adhiniyam, 2003
Chhattisgarh Nirashriton Avam Nirdhan Vyaktiyon Ki Sahayata (Sanshodhan) Act, 2010
Chhattisgarh Shaskiya Sevak (Adhivarshiki-Ayu) (Sanshodhan) Adhiniyam, 2012
Chhattisgarh Audyogik Nivesh Protsahan Adhiniyam, 2002
Chhattisgarh Sthaniya Kshetra Me Mal Ke Pravesh Par Kar (Sanshodhan) Adhiniyam, 2001
Chhattisgarh Sarvajanik Dharmik Bhawan Tatha Sthan Viniyaman Adhiniyam, 1984
Chhattisgarh Private Universities (Establishment and Operation) (Amendment) Act, 2011
Chhattisgarh Mantri (Vetan tatha Bhatta) (Sanshodhan) Adhiniyam, 2004
Chhattisgarh Vidhan Sabha Sadasya (Vetan, Bhatta Tatha Pension) (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Public Examination (Prevention of Unfair Means) Act, 2008
Chhattisgarh Sthaniya Kshetra Me Mal Ke Pravesh Par Kar (Sanshodhan) Adhiniyam, 2005
Chhattisgarh Excise (Amendment) Act, 2003
Chhattisgarh Motoryan Karadhan (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Upkar (Sanshodhan) Act, 2010
Chhattisgarh Hotel Tatha Vas Grihon Me Vilas Vastuon Par Kar (Sanshodhan) Adhiniyam, 2001
Chhattisgarh Vidhan Sabha Sadasya Vetan, Bhatta Tatha Pension (Sanshodhan) Adhiniyam, 2011 (2 of 2012)
Chhattisgarh Special Police Establishment (Repeal) Adhiniyam, 2003
Chhattisgarh Gram Nyayalaya Adhiniyam, 1996
Chhattisgarh Vidhan Sabha Sadasya Vetan, Bhatta Tatha Pension (Sanshodhan) Act, 2010
Chhattisgarh Municipal Corporation (Sanshodhan) Act, 2009
Chhattisgarh Auxiliary Armed Police Force Act, 2011
Chhattisgarh Vidhan Sabha Sadasya (Vetan, Bhatta Tatha Pension) (Sanshodhan) Adhiniyam, 2005
Chhattisgarh Upkar Adhiniyam, 1981
Indian Tolls (Chhattisgarh Amendment) Act, 2001
Chhattisgarh (Adhosanrachana Vikas Evam Paryavaran) Upkar (Sanshodhan) Adhiniyam, 2013
Chhattisgarh Electricity Duty (Amendment) Act, 2013
International Institute of Information Technology (IIIT) University Act, 2013
Chhattisgarh High Court (Appeal to Division Bench) Act, 2006
Chhattisgarh Non-Government Colleges and Institutions in Higher Education (Establishment and Regulation) Act, 2006
Chhattisgarh Vidhan Sabha Sadasya Vetan, Bhatta Tatha Pension (Sanshodhan) Adhiniyam, 2013
Chhattisgarh Motoryan Karadhan (Sanshodhan) Adhiniyam, 2008
Chhattisgarh Manoranjan Kar Evam Vigyapan Shulk (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Sinchai Prabandhan Me Krishkon Ki Bhagidari Adhiniyam, 2006
Indira Kala Sangit Vishwavidyalaya (Sanshodhan) Adhiniyam, 2005
Chhattisgarh Rajya Vitta Ayog (Amendment) Adhiniyam, 2003
Chhattisgarh Value Added Tax (Amendment) Act, 2011
Chhattisgarh Irrigation (Amendment) Act, 2012
Chhattisgarh Zila Yojana Samiti (Sanshodhan) Adhiniyam, 2010
Chhattisgarh Rajya Prashasnik Adhikaran (Lambit Avam Nirakrit Avedano Ka Antaran) Adhiniyam, 2004
Chhattisgarh Panchayat Raj (Sanshodhan) Adhiniyam, 2015
Chhattisgarh Manoranjan Kar Evam Vigyapan Shulk (Sanshodhan) Adhiniyam, 2001
Chhattisgarh Lok Sewa Guarantee Act, 2011
Chhattisgarh Krishi Upaj Mandi (Amendment) Act, 2007
Chhattisgarh Mantri (Vetan Tatha Bhatta) (Sanshodhan) Adhiniyam, 2001
Chhattisgarh Private Universities (Establishment and Operation) (Amendment) Act, 2011 (6 of 2012)
Chhattisgarh Vas-Sthan Dakhalkar (Bhumiswami Adhikaron Ka Pradan Kiya Jana) Adhiniyam, 2003
Chhattisgarh Vidhan Mandal Neta Pratipaksh (Vetan Tatha Bhatta) (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Nagar Tatha Gram Nivesh (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Sthaniya Kshetra Me Mal Ke Pravesh Par Kar (Sanshodhan) Adhiniyam, 2014
Chhattisgarh Mineral Development Fund (Amendment) Act, 2015
Chhattisgarh Land Revenue (Amendment) Act, 2013
Indian Stamp (Chhattisgarh Amendment) Act, 2015
Chhattisgarh Prakoshtha Swamitva Adhiniyam, 1976
Chhattisgarh Educational Institutions (Reservation in Admission) Act, 2012
Chhattisgarh Municipalities (Amendment) Act, 2005
Chhattisgarh Vanijyik Kar (Sanshodhan) Adhiniyam, 2003
Chhattisgarh Chikitsa Mandal (Sanshodhan) Act, 2007
Chhattisgarh Land Revenue Code (Amendment) Act, 2003
Chhattisgarh Sthaniya Kshetra Me Mal Ke Pravesh Par Kar (Amendment) Act, 2007
Chhattisgarh Lok Ayog (Sanshodhan) Act, 2007
Chhattisgarh Kushabhau Thakre Patrakarita Avam Janshanchar University (Amendment) Act, 2006
Chhattisgarh Vishesh Jan Suraksha Adhiniyam, 2005
Chhattisgarh Hotel Tatha Vas Grihon Me Vilas Vastuon Par Kar (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Non-Government Colleges and Institutions in Higher Education (Establishment and Regulation) (Amendment) Act, 2013
Indira Gandhi Krishi Vishwavidyalaya (Sanshodhan) Adhiniyam, 2000
Pandit Sundarlal Sharma (Open) University Chhattisgarh (Amendment) Act, 2006
Indian Stamp (Chhattisgarh Amendment) Act, 2006
Chhattisgarh Municipal Corporation (Amendment) Act, 2004
Chhattisgarh Kushabhau Thakre Journalism and Mass-Communication University Act, 2004
Chhattisgarh Value Added Tax Act, 2005
Chhattisgarh Audyogik Nivesh Protsahan (Sanshodhan) Adhiniyam, 2004
Hidayatullah National University of Law, Chhattisgarh Adhiniyam, 2003
Chhattisgarh Rajya Alpsankhyak Ayog (Sanshodhan) Adhiniyam, 2013
Chhattisgarh Underground Pipelines (Acquisition of Right of User in Land) Act, 2004
Chhattisgarh Chikitsa Mandal (Sanshodhan) Adhiniyam, 2001
Indira Gandhi Krishi Vishwavidyalaya (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Commercial Tax (Vanijyik Kar) Act, 1994
Chhattisgarh Vishwavidyalaya (Sanshodhan) Adhiniyam, 2013
Chhattisgarh Food Security Act, 2012
Chhattisgarh Excise (Amendment) Act, 2010 (4 of 2011)
Chhattisgarh Municipal Corporation (Amendment) Act, 2012
Chhattisgarh Mantri (Vetan Tatha Bhatta) Sanshodhan Adhiniyam, 2002
Chhattisgarh Fiscal Responsibility and Budget Management (Amendment) Act, 2006
Chhattisgarh Chikitsa Mandal Adhiniyam, 2001
Chhattisgarh Value Added Sales Tax Act, 2005
Chhattisgarh Value Added Sales Tax Act, 2003
Chhattisgarh Industrial Relations (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Sah Chikitsa Parishad Adhiniyam, 2001
Chhattisgarh Rent Control (Amendment) Act, 2014
Chhattisgarh Co-operative Societies (Recovery of Losses) Act, 2007
Indian Stamp (Chhattisgarh Amendment) Act, 2010
Chhattisgarh Police (Amendment) Act, 2007
Chhattisgarh Agricultural Cattle Preservation (Amendment) Act, 2011
Chhattisgarh Municipalities (Amendment) Act, 2004
Chhattisgarh Primary Education Act, 1961
Chhattisgarh Excise (Amendment) Act, 2002
Chhattisgarh Land Revenue Code (Amendment) Act, 2012
Chhattisgarh Rent Control (Amendment) Act, 2015
Chhattisgarh Shaikshanik Sansthaon me Pratarna Ka Pratishedh Adhiniyam, 2001
Chhattisgarh Excise Act, 1915, 2005_A_157.txt, 2006_R_146.txt
Chhattisgarh Krishi Upaj Mandi (Sanshodhan) Adhiniyam, 2010
Chhattisgarh Co-operative Societies (Amendment) Act, 2012
Chhattisgarh Municipalities (Amendment) Act, 2003
Chhattisgarh Scheduled Castes, Scheduled Tribes and Other Backward Classes (Regulation of Social Status Certification) Act, 2013
Chhattisgarh Niji Kshetra Vishwavidyalaya (Sthapana Aur Viniyaman) Adhiniyam, 2001
Chhattisgarh Kamdhenu Vishwavidyalaya Adhiniyam, 2011
Chhattisgarh Madhyamik Shiksha (Amendment) Adhiniyam, 2002
Chhattisgarh Niji Vyavsayik Shikshan Sanstha (Pravesh Ka Viniyaman Avam Shulk Ka Nirdharan) (Amendment) Act, 2010
Chhattisgarh Official Language Commission Act, 2010
Hidayatullah National University of Law Chhattisgarh (Sanshodhan) Act, 2010
Chhattisgarh Panchayat Raj Adhiniyam, 1993
Chhattisgarh Official Language (Amendment) Act, 2007
Chhattisgarh Private Universities (Establishment And Operation) (Amendment) Act, 2006
Chhattisgarh Shaskiya Sevak (Adhivarshiki-Ayu) (Sanshodhan) Adhiniyam, 2007
Chhattisgarh Municipalities (Amendment) Act, 2012
Chhattisgarh Luxury Tax (Hotel Tatha Vas Grihon Me Vilas Vastuon Par Kar Adhiniyam) Act, 1988
Chhattisgarh Vishwavidyalaya (Amendment) Act, 2011
Chhattisgarh Vidhan Sabha Sadasya Vetan, Bhatta Tatha Pension (Sanshodhan) Act, 2007
Chhattisgarh Money Lenders (Amendment) Act, 2005
Chhattisgarh Rent Control Act, 2011
Chhattisgarh Land Revenue Code (Amendment) Adhiniyam, 2002
Chhattisgarh Municipal Corporation (Amendment) Act, 2003
Chhattishgarh Vishwavidyalaya (Sanshodhan) Adhiniyam, 2010
Chhattisgarh Adhyaksha Tatha Upadhyaksha, Neta Pratipaksha Vetan Bhatta Vidhi Sanshodhan Adiniyam, 2004
Chhattisgarh Co-operative Societies (Amendment) Adhiniyam, 2001
Chhattisgarh Vidhan Sabha Sadasya Vetan, Bhatta Tatha Pension (Sanshodhan) Adhiniyam, 2008
Chhattisgarh Motoryan Karadhan (Sanshodhan) Adhiniyam, 2012
Chhattisgarh Niji Vyavasayik Shikshan Sanstha (Pravesh Ka Viniyaman Avam Shulk Ka Nirdharan) Act, 2008
Chhattisgarh Money Lenders (Amendment) Act, 2010
Chhattisgarh Hotel Tatha Vas Grihon Me Vilas Vastuon Par Kar (Amendment) Adhiniyam, 2006
Chhattisgarh Entry Tax (Sthaniya Kshetra Me Mal Ke Pravesh Par Kar Adhiniyam) Act, 1976
Chhattisgarh Sinchai Prabandhan Me Krishkon Ki Bhagidari (Sanshodhan) Adhiniyam, 2012
Chhattisgarh Niji Kshetra Vishwavidyalaya (Sthapana Aur Viniyaman) Sanshodhan Act, 2004
Chhattisgarh Vas-Sthan Dakhalkar (Bhumiswami Adhikaron Ka Pradan Kiya Jana) Act, 2003
Chhattisgarh Madarsa Board (Sanshodhan) Adhiniyam, 2007
Chhattisgarh Medicare Service Persons and Medicare Service Institutions (Prevention of Violence and Damage or Loss to Property) Act, 2010
Chhattisgarh Panchayat Raj (Sanshodhan) Adhiniyam, 2003
Chhattisgarh Underground Pipelines (Acquisition of Right of Underground Pipelines) (Acquisition of Right of User In Land) Act, 2004
Chhattisgarh Adhyaksha Tatha Upadhyaksha (Vetan Tatha Bhatta) (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Anadhikrit Vikas Ka Niyamitikaran (Sanshodhan) Adhiniyam, 2003
Chhattisgarh Municipal Corporation (Amendment) Act, 2011
Chhattisgarh Vanijyik Kar (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Madhyastham Adhikaran (Sanshodhan) Adhiniyam, 2005
Chhattisgarh Shram Kalyan Nidhi (Sanshodhan) Act, 2007
Chhattisgarh Land Revenue Code (Amendment) Act, 2008
Chhattisgarh Panchayat Raj (Sanshodhan) Adhiniyam, 2004
Chhattisgarh State Rajmarg Adhiniyam, 2003
Chhattisgarh Professional Tax (Vritti Kar Adhiniyam) Act, 1995
Chhattisgarh Adhyaksha Tatha Upadhyaksha (Vetan Tatha Bhatta) (Sanshodhan) Adhiniyam, 2010
Chhattisgarh Rajya Vitta Ayog (Amendment) Adhiniyam, 2015
Chhattisgarh Sthaniya Nidhi Sampariksha (Sanshodhan) Adhiniyam, 2011
Chhattisgarh Value Added Sales Tax (Amendment) Act, 2005
Chhattisgarh Excise (Amendment) Act, 2010
Chhattisgarh Goseva Ayog Act, 2004
Chhattisgarh (Adhosanrachna Vikas Evam Paryavaran) Upkar Adhiniyam, 2005
Chhattisgarh Nagar Tatha Gram Nivesh (Amendment) Act, 2010
Chhattisgarh Special Courts Act, 2015
Chhattisgarh Vanijyik Kar (Sanshodhan) Adhiniyam, 2004
Chhattisgarh Value Added Tax (Amendment) Act, 2008
Chhattisgarh Lok Aayog Adhiniyam, 2002
Chhattisgarh Upkar (Sanshodhan) Adhiniyam, 2012
Pandit Sundar Lal Sharma (Open) University Chhattisgarh Adhiniyam, 2004
Chhattisgarh Sthaniya Kshetra Me Mal Ke Pravesh Par Kar (Amendment) Adhiniyam, 2006
Chhattisgarh Police Act, 2007
Chhattisgarh Tonahi Pratadna Nivaran Act, 2005
Chhattisgarh Sthaniya Kshetra Me Mal Ke Pravesh Par Kar (Sandhodhan) Adhiniyam, 2004
Chhattisgarh Sthaniya Kshetra Me Mal Ke Pravesh Par Kar (Sanshodhan) Adhiniyam, 2002
Chhattisgarh Land Revenue Code (Amendment) Act, 2011 (4 of 2012)
Chhattisgarh Vritti Kar (Amendment) Adhiniyam, 2006
Chhattisgarh Kushabhau Thakre Patrakarita Avam Jansanchar University (Amendment) Act, 2005
Chhattisgarh Regulation, Prohibition, Sale and Use of Acid Act, 2013
Chhattisgarh Vishwavidyalaya (Amendment) Act, 2011 (7 of 2012)
Chhattisgarh Co-Operative Societies (Sanshodhan) Adhiniyam, 2003
Chhattisgarh Entertainment Duty and Advertisement Tax (Amendment) Act, 2004
Chhattisgarh State Upcharyagriha Tatha Rogopchar Sambandhi Sthapanaye Anugyapan Adhiniyam, 2010
Indian Stamp (Chhattisgarh Amendment) Act, 2014
Chhattisgarh Lok Seva (Anusuchit Jatiyon, Anusuchit Jan Jatiyon Aur Anya Pichhade Vargon Ke Liye Arakshan) Sanshodhan Adhiniyam, 2011
Chhattisgarh Special Police Establishment Act, 1947
Chhattisgarh Upkar (Sanshodhan) Adhiniyam, 2013
Chhattisgarh Vidhan Sabha Sadasya (Vetan Bhatta Tatha Pension) (Sanshodhan) Adhiniyam, 2004
Chhattisgarh Nagariya Kshetron Ke Bhumihin Vyakti (Pattadhriti Adhikaron Ka Pradan Kiya Jana Sanshodhan) Adhiniyam, 2003
Chhattisgarh Krishi Upaj Mandi (Amendment) Adhiniyam, 2011
Chhattisgarh Vritti Kar (Sanshodhan) Adhiniyam, 2002
Hidayatullah National University of Law Chhattisgarh Adhiniyam, 2003
Chhattisgarh Mineral Development Fund Act, 2003
Chhattisgarh Chikitsa Mahavidyalayon Ke Snatkottar Pathyakrmon Main Pravesh Adhiniyam, 2002
Chhattisgarh Municipal Corporation (Amendment) Act, 2002
Chhattisgarh Vidhan Sabha Sadasya (Vetan Bhatta Tatha Pension) (Sanshodhan) Adhiniyam, 2005
Chhattisgarh Vidhan Sabha Sadasya Vetan, Bhatta Tatha Pension Adhiniyam, 1972
Rajasthan Transport Authorities (Constitution and Proceedings) Validating Act, 1959
Rajasthan Municipalities (Amendment) Act, 2015
Rajasthan Municipalities (Amendment) Act, 2011
Rajasthan Legislative Assembly (Officers and Members Emoluments and Pension) Act, 1956
Rajasthan Appropration (No. 1) Act, 2015
Jai Narain Vyas University Jodhpur Act, 1962
Rajasthan Lands Summary Settlement Act, 1953
Code of Civil Procedure (Rajasthan Amendment) Act, 1982
Rajasthan Civil Courts (Amendment) Act, 2015
Mohanlal Sukhadia University Act, 1962
Matsya University, Alwar Act, 2012
Rajasthan Civil Courts Laws (Extension) Act, 1956
Rajasthan Premises (Control of Rent and Eviction) Act, 1950, 2002_B_22.txt, 1987_M_117.txt, 1976_D_13.txt, 1969_T_22.txt, 2013_S_57.txt, 2000_V_66.txt, 1985_J_13.txt, 1989_P_18.txt, 1991_R_42.txt, 2000_H_73.txt, 1994_M_106.txt, 2009_U_28.txt, 1993_S_88.txt, 1987_M_29.txt, 1994_S_33.txt, 2005_S_147.txt, 1990_R_20.txt, 1976_K_14.txt, 1988_P_23.txt, 2001_S_346.txt, 1972_S_129.txt, 1989_G_47.txt, 2006_G_79.txt, 1975_G_6.txt, 1989_V_10.txt, 1990_M_65.txt, 1999_H_22.txt, 2009_S_1249.txt, 2014_A_65.txt, 2002_S_124.txt, 1993_K_64.txt, 2004_G_17.txt, 1987_O_5.txt, 1995_G_23.txt, 2013_A_38.txt, 2003_S_94.txt, 1990_R_38.txt, 1999_G_24.txt, 1989_J_15.txt, 1987_H_22.txt, 1989_S_30.txt, 2001_C_101.txt
Ajmer Shamlat Deh (Regulation) Repeal Act, 1959
Rajasthan Soil and Water Conservation Act, 1964
Rajasthan Sales Tax (Amendment) Act, 1978
Rajasthan Live-Stock Improvement Act, 1958
Ajmer Abolition of Intermediaries and Land Reforms Act, 1955, 1958_T_12.txt, 1961_U_4.txt
ICFAI University, Jaipur Act, 2011
Rajasthan Agricultural Lands Utilisation Act, 1954
Durgah Khawaja Saheb Act, 1955, 1987_S_458.txt
Matsya University, Alwar (Change of Name) Act, 2014
University of Rajasthan (Amendment) Act, 1958
Rajasthan Right to Hearing Act, 2012
Homoeopathy University, Jaipur Act, 2010
Rajasthan Panchayati Raj (Second Amendment) Act, 2010
Rajasthan Excise (Amendment) Act, 2007
J.K. Lakshmipat University, Jaipur Act, 2011
Rajasthan Tenancy (Amendment) Act, 2011
Rajasthan Scheduled Debtors (Moratorium on Debts) Act, 1976
Rajasthan Municipalities (Amendment) Act, 2010
Rajasthan River Basin and Water Resources Planning Act, 2015
Rajasthan State Road Transport Service (Prevention of Ticketless Travel) Act, 1975
Marwar Marriage Fund Administration Act, 1961
Rajasthan Zamindari and Biswedari Abolition Act, 1959, 1993_B_77.txt, 1999_D_58.txt, 2000_P_184.txt, 1990_A_40.txt
Rajasthan Sales Tax (Amendment) Act, 1982
Rajasthan Appropriation (No. 4) Act, 2011
Rajasthan Guaranteed Delivery of Public Services Act, 2011
Rajasthan Urban Improvement (Amendment and Validation) Act, 1973
Rajasthan Appropration (No. 2) Act, 2015
Kota Open University Act, 1987
Rajasthan Entertainments and Advertisements Tax Act, 1957
Rajasthan Non-Government Educational Institutions (Amendment) Act, 2011
Rajasthan Sanskrit University Act, 1998
University of Rajasthan (Amendment) Act, 2013
Rajasthan Finance Act, 1979
Rajasthan Regulation of Boating Act, 1956
Rajasthan Motor Transport Vehicles Toll Act, 1991
Rajasthan Animals and Birds Sacrifice (Prohibition) Act, 1975
Rajasthan Vexatious Litigation (Prevention) Act, 2015
Rajasthan Legislative Assembly (Officers and Members Emoluments and Pension) (Amendment) Act, 2014
Rajasthan State Commission for Minorities Act, 2001
Rajasthan University of Health Sciences Act, 2005
Rajasthan Universities Teachers and Officers (Selection for Appointment) (Amendment) Act, 2013
Industrial Disputes (Rajasthan Amendment) Act, 2014
Rajasthan Ayurved University Act, 2002
University of Rajasthan (Amendment) Act, 1975
RNB Global University, Bikaner Act, 2015
University of Rajputana (Change of Name) Act, 1956
Rajasthan Agricultural Produce Markets (Validating Provisions) Act, 1966
University of Rajasthan (Amendment) Act, 1987
Singhania University, Pacheri Bari (Jhunjhunu) Act, 2008
Rajasthan Land Reforms and Resumption of Jagirs Act, 1952, 2010_M_132.txt, 2001_M_126.txt, 1964_S_137.txt, 1995_S_619.txt, 1967_R_39.txt, 1968_T_39.txt, 1978_R_45.txt, 1961_T_84.txt, 2008_T_45.txt, 1982_S_48.txt, 1975_S_117.txt
Mohan Lal Sukhadia University (Amendment) Act, 2013
Rajasthan Legislative Assembly (Officers and Members Emoluments and Pension) (Amendment) Act, 2017
Rajasthan Lands and Buildings Tax Act, 1984
Rajasthan Goseva Ayog Act, 1995
Rajasthan Tax on Entry of Goods Into Local Areas Act, 1999
Rajasthan Agricultural Credit Operations (Removal of Difficulties) Act, 1974
Rajasthan Refuse (Conversion into Manure) Act, 1951
Rajasthan Technical University (Amendment) Act, 2013
Rajasthan Lands Special Irrigation Charges Act, 1953
Rajasthan Affected areas (Suspension of Proceedings) Act, 1952
Ajmer Development Authority Act, 2013
Manipal University, Jaipur Act, 2011
Rajasthan Suits Valuation Act, 1958
Agriculture University, Jobner Act, 2013
Rajasthan Land Revenue (Amendment) Act, 2011
Rajasthan Requisitioning of Land (Improvement of Agriculture) Act, 1951
Rajasthan Laws (Application to Sirohi) Act, 1953
Rajasthan Settlement Rents Retrospective Application (Validation) Act, 1959
Rajasthan Tourism Trade (Facilitation and Regulation) Act, 2010
Sunrise University, Bagad Rajput (Alwar) Act, 2011
Rajasthan Minor Irrigation Works Act, 1953
Jaipur Sud Sadabarat Fund Administration Act, 1963
Rajiv Gandhi Tribal University, Udaipur Act, 2012
Rajasthan Panchayati Raj (Modification of Provisions in Their Application to the Scheduled Areas) Act, 1999
Swami Keshwanand Rajasthan Agriculture University, Bikaner (Amendment) Act, 2013
Rajasthan Wild Animals and Birds Protection Act, 1951, 2013_K_5.txt
Rajasthan Municipalities (Amendment and Validation) Act, 2000
Rajasthan Electricity (Duty) Act, 1962, 2000_R_55.txt
Rajasthan Agricultural Produce Markets (Amending and Validating Provisions) Act, 1975
University of Rajasthan (Amendment) Act, 1966
Rajasthan Review and Validation of Rent Rates Act, 1955
Rajasthan Arain Tehsil (Continued Existence) Validating Act, 1962
Rajasthan Ministers' Salaries (Amendment) Act, 2012
Rajasthan Urban Street Vendors (Protection of Livelihood and Regulation of Street Vending) Act, 2011
Rajasthan Agricultural Produce Markets (Amendment) Act, 2015
JECRC University, Jaipur Act, 2012
Jaipur Matmi Rules (Validation) Act, 1961, 1968_T_39.txt, 2008_T_45.txt
Shridhar University, Bigodna (Jhunjhunu) Act, 2010
Code of Civil Procedure (Rajasthan Amendment) Act, 1952
Madhav University, Pindwara (Sirohi) Act, 2014
Rajasthan Special Economic Zones Development Act, 2003
Abu Area Laws Act, 1975
Rajasthan Jagir Lands Resumption (Validating) Act, 1957
University of Rajasthan (Amendment) Act, 1988
Rajasthan Agricultural Produce Markets (Second Amendment) Act, 2011
Rajasthan Sports University, Jhunjhunu Act, 2013
Rajasthan Advocates Welfare Fund Act, 1987
Rajasthan Colonisation Act, 1954, 1994_S_548.txt, 2000_H_61.txt, 1992_K_71.txt, 1975_S_118.txt, 1996_M_127.txt, 1982_U_25.txt
Jagadguru Ramanandacharya Rajasthan Sanskrit University (Amendment) Act, 2013
Rajasthan Water Supply and Sewerage Corporation Act, 1979
Rajasthan Private Electric Supply Undertakings (Acquisition) Act, 1975
Rajasthan Finance Act, 2011
Rajasthan Finance Act, 2014
Rajasthan Panchayati Raj (Amendment) Act, 2010
Maharaja Ganga Singh University, Bikaner (Amendment) Act, 2013
Rajasthan Panchayati Raj (Amendment) Act, 2013
Rajasthan Rehabilitation of Beggars or Indigents Act, 2012
Rajasthan Requisitioning of Goods Vehicles Act, 1969
Rajasthan State Road Development Fund Act, 2004
Maharaj Vinayak Global University, Jaipur Act, 2012
Rajasthan Finance Act, 1999
Rajasthan Farmers' Participation in Management of Irrigation System Act, 2000
Rajasthan Superimposed Stamps Validating Act, 1962
Rajasthan Municipalities Act, 1959, 2004_S_77.txt, 2001_D_88.txt, 1996_S_961.txt, 2016_R_79.txt, 1989_P_29.txt, 2004_S_698.txt, 2003_S_688.txt, 2003_S_706.txt, 1999_C_36.txt, 2013_S_465.txt, 1987_J_24.txt
Rajasthan Public Debt Act, 1956
University of Rajputana (Amendment) Act, 1951
Rajasthan Appropration (No. 3) Act, 2015
Rajasthan Sub-Grants Resumption Validation Act, 1959
Rajasthan Tax on Professions, Trades, Callings and Employments Act, 2000
National Law University, Jodhpur Act, 1999
Ajmer Shamlat Committees (Dissolution) Act, 1963
Maharshi Dayanand Saraswati University Act, 1987
Rajasthan Schools (Regulation of Collection of Fee) Act, 2013
Rajasthan Laws (Extension) Act, 1957
Rajasthan Monuments, Archaeological Sites and Antiquities Act, 1961
Rajasthan Gaushala Act, 1960, 2001_G_83.txt
Ajmer Tenancy and Land Records Act, 1950, 1958_T_12.txt, 1953_T_29.txt
University of Bikaner Act, 2003
Rajasthan Tax on Luxuries (In Hotels and Lodging Houses) Act, 1990
University of Rajasthan (Amendment) Act, 1972
Rajasthan Seeds and Seedings Act, 1960
Pratap University, Jaipur Act, 2011
Rajasthan Nurses, Midwives, Health Visitors and Auxiliary Nurse-Mid wives Registration (Amendment) Act, 2013
Rajasthan Noises Control Act, 1963
Code of Criminal Procedure (Rajasthan Amendment) Act, 2014
Rajasthan Private Universities' Laws (Amendment) Act, 2013
Rajasthan Legislative Assembly (Officers and Members Emoluments and Pension) (Amendment) Act, 2012
Rajasthan Rent-Rates Determination and Validation Act, 1954
Kota Municipal Limits (Continued Existence) Validation Act, 1975
Rajasthan Appropration (No. 5) Act, 2012
Vardhman Mahaveer Open University, Kota (Amendment) Act, 2013
Rajasthan Agricultural Loans Act, 1956
Sardar Patel University of Police, Security and Criminal Justice, Jodhpur Act, 2012
Code of Civil Procedure (Rajasthan Amendment) Act, 1957
University of Rajasthan (Amendment) Act, 1977
