ActName, ActPassingYear, File Names
Andhra Pradesh Payment of Salaries and Pension and Removal of Disqualifications (Second Amendment) Act, 1991
Andhra Pradesh Co-operative Societies (Amendment) Act, 1988
Andhra Pradesh Women's Commission Act, 1998
Andhra Pradesh Sports Authorities (Amendment) Act, 2010
Andhra Pradesh Rights in Land and Pattadar Pass Books (Amendment) Act, 2001
Andhra Pradesh Court-fees and Suits Valuation Act, 1956
Indian Stamp (Andhra Pradesh Amendment) Act, 2003
Hyderabad Municipal Corporations (Amendment) Act, 2002
Andhra Pradesh Cotton Seeds (Regulation of Supply, Distribution, Sale and Fixation of Sale Price) Act, 2007
Andhra Pradesh Municipal Laws (Third Amendment) Act, 2001
Andhra Pradesh Government Lands and Buildings (Termination of Leases) Act, 1986
Andhra Pradesh Co-operative Societies (Amendment) Act, 1989
Andhra Pradesh General Sales Tax (Third Amendment) Act, 1987
Andhra Pradesh (Andhra Area) Irrigation (Voluntary Cess) Act, 1942
Andhra Pradesh University Acts (Amendment) Act, 1989
Andhra Pradesh Public Employment (Regulation of Age of Superannuation) Amendment Act, 1997
Andhra Pradesh Agricultural Lands (Prohibition of Alienation) Act, 1972, 1992_M_71.txt
Andhra Pradesh Promotion of Social Audit and Prevention of Corrupt Practices Act, 2012
Andhra Pradesh General Clauses Act, 1891, 2006_S_199.txt, 1996_M_191.txt
Andhra Pradesh District Boards Laws (Amendment) Act, 2001
Andhra Pradesh (Telangana Area) Abolition of Inams Act, 1955, 2007_M_144.txt, 2014_N_2.txt, 2008_N_10.txt, 1995_K_74.txt
Andhra Pradesh Excise (Second Amendment) Act, 1994
Andhra Pradesh Payment of Salaries and Pension and Removal of Disqualifications (Amendment) Act, 1987
Andhra Pradesh Marine Fishing (Regulation) Act, 1994
Andhra Pradesh Co-operative Societies (Amendment) Act, 1991
Andhra Pradesh Educational Institutions Grant-in-Aid (Regulation) Supplementary Provision Act, 1995
Andhra Pradesh Water Resources Development Corporation (Amendment) Act, 2004
Andhra Pradesh Farmers' Management of Irrigation Systems (Amendment) Act, 2015
Andhra Pradesh (Agricultural Produce and Livestock) Markets (Amendment) Act, 2011
Andhra Pradesh Land Reforms (Ceiling on Agricultural Holdings) Amendment Act, 1977
Andhra Pradesh Charitable and Hindu Religious Institutions and Endowments (Amendment) Act, 2002
Andhra Pradesh College Service Commission (Amendment) Act, 1993
Andhra Pradesh Co-operative Societies (Second Amendment) Act, 1989
Andhra Pradesh Co-operative Societies (Third Amendment) Act, 1991
Andhra Pradesh Municipalities (Amendment) Act, 2015
Andhra Pradesh Factories and Establishments (National Festival and other Holidays) Act, 1974, 2000_K_41.txt
Andhra Pradesh Core Digital Data Authority (Effective Delivery of e-Services) Act, 2017
Andhra Pradesh Civil Services (Disciplinary Proceedings Tribunal Amendment) Act, 1993
Andhra Pradesh Infrastructure Development Enabling (Amendment) Act, 2016
Andhra Pradesh Official Languages (Amendment) Act, 2007
Andhra Pradesh Excise (Amendment) Act, 2010
Andhra Pradesh Commission for Backward Classes Act, 1993
Code of Criminal Procedure (Andhra Pradesh second Amendment) Act, 1992
Andhra Pradesh Land Grabbing (Prohibition) Act, 1982, 2009_M_202.txt, 2006_N_8.txt, 2007_M_163.txt, 2001_L_4.txt, 2007_M_144.txt, 2007_A_30.txt, 2004_B_83.txt, 2004_G_81.txt, 2010_S_26.txt, 2002_G_56.txt, 2009_A_29.txt, 2010_H_57.txt, 2009_O_15.txt, 2009_V_12.txt, 2007_M_328.txt, 2008_A_162.txt, 1998_S_246.txt, 2017_D_117.txt, 2009_H_106.txt, 2014_D_51.txt, 2010_G_2.txt, 2008_V_6.txt, 2017_B_8.txt, 2013_L_20.txt, 2010_M_145.txt, 2011_P_27.txt
Andhra Pradesh Private Aided Educational Staff (Regulation of Pay) (Amendment) Act, 2002
Andhra Pradesh Municipal Laws (Third Amendment) Act, 2000
Andhra Pradesh Exhibition of Films on Television Screen through Video Cassette Recorders (Regulation) Act, 1993
Andhra Pradesh Tax on Professions, Trades, Callings and Employments (Amendment) Act, 1996
Andhra Pradesh Court Fees and Suits Valuation (Amendment) Act, 2001
Andhra Pradesh Mandala Praja Parishads, Zilla Praja Parishads and Zilla Abhivrudhi Sameeksha Mandals (Amendment) Act, 1988
Andhra Pradesh Legislative Council Act, 2005
Indian Stamp (Andhra Pradesh Amendment) Act, 1995
Andhra Pradesh Motor Vehicles Taxation (Second Amendment) Act, 1997
Andhra Pradesh Town Planning (Amendment) Act, 1996
Azamabad Industrial Area (Termination and Regulation of Leases) (Amendment) Act, 2000
Andhra Pradesh Entertainments Tax (Amendment) Act, 2002
Andhra Pradesh General Sales Tax (Amendment) Act, 1999
Andhra Pradesh Value Added Tax Act, 2005, 2008_L_35.txt, 2012_G_19.txt
Andhra Pradesh Lokayukta (Amendment) Act, 2011
Andhra Pradesh (Telangana Area) Abolition of Inams (Amendment) Act, 2011
Secunderabad and Aurangabad Cantonments House Rent Control Law (Repeal) Act, 1972
Andhra. Pradesh Mutually Aided Co-operative Societies (Amendment) Act, 1998
Andhra Pradesh Charitable and Hindu Religious Institutions and Endowments (Amendment) Act, 2000
Andhra Pradesh Public Sector Undertakings (Reconstitution of Management) Act, 1996
Andhra Pradesh Public Employment (Regulation of Age of Superannuation) (Amendment) Act, 1997
Andhra Pradesh Tax on Entry of Goods into Local Areas Act, 2001
Andhra Pradesh Charitable and Hindu Religious Institutions and Endowments (Amendment) Act, 2001
Andhra Pradesh Public Employment (Regulation of Age of Superannuation) Act, 1984, 1985_S_76.txt
Andhra Pradesh Urban Areas (Development Amendment) Act, 1986
Andhra Pradesh Municipal Laws (Fourth Amendment) Act, 2001
Andhra Pradesh Public Examinations (Prevention of Malpractices and Unfair means) Act, 1997
Andhra Pradesh Urban Areas (Development) (Amendment) Act, 2007
Andhra Pradesh Electricity Reform Act, 1998, 2005_M_250.txt, 2004_A_12.txt, 2016_S_31.txt, 2017_S_291.txt, 2010_T_59.txt
Andhra Pradesh Charitable and Hindu Religious Institutions and Endowments (Amendment) Act, 2005
Andhra Pradesh Board of Revenue (Replacement by Commissioners) Act, 1977
Andhra Pradesh Shops and Establishments Act, 1988, 2003_E_17.txt, 2001_G_11.txt
Andhra Pradesh Exhibition of Films on Television Screen through Video Cassette Recorders (Regulation) (Amendment) Act, 2011
Andhra Pradesh Chit Funds Act, 1971, 1993_U_111.txt
Andhra Pradesh Mandala Praja Parishads, Zilla Praja Parishads and Zilla Abhivrudhi Sameeksha Mandals (Third Amendment) Act, 1987
Andhra Pradesh Urban Areas (Development)(Amendment) Act, 2001
Andhra Pradesh Urban Areas Development (Amendment) Act, 2000
Visakhapatnam Municipal Corporation (Amendment) Act, 1986
Andhra Pradesh (Andhra Area) Irrigation Works (Repairs, Improvement and Construction) Act, 1943
Tamil Nadu Ancient and Historical Monuments and Archaeological Sites and Remains Act, 1966
Andhra Pradesh Payment of Salaries and Pension and Removal of Disqualifications (Amendment) Act, 1989
Code of Criminal Procedure (Andhra Pradesh Amendment) Act, 2003
Andhra Pradesh Agricultural Indebtedness (Relief) Act, 1987
Andhra Pradesh Private Medical Care Establishments (Registration and Regulation) Act, 2002
Andhra Pradesh (Andhra Area) Land Revenue Assessments (Standardisation) Act, 1956
Andhra Pradesh Tax on Professions, Trades, Callings and Employments Act, 1987, 2008_S_3.txt
Andhra Pradesh (Telangana Area) Small Causes Courts (Amendment) Act, 1989
Andhra Pradesh Tax on Luxuries (Amendment) Act, 2001
Andhra Pradesh Regulation of Reservations for Appointments to Public Services Act, 1997
Andhra Pradesh (Agricultural Produce and Livestock) Markets (Amendment) Act, 1987
Andhra Pradesh Agricultural Holdings (Census) Act, 1957
Andhra Pradesh Factories and Establishments (National, Festival and other Holidays) Act, 1974
Andhra Pradesh Energy University Act, 2017
Andhra Pradesh advocates Welfare Fund and the Andhra Pradesh Advocates clerks Welfare Fund (Amendment) Act, 2000
Andhra Pradesh Educational Service (Regulation of Pay Fixation of Principals and Lecturers) Act, 1990
Andhra Pradesh Farmers' Management of Irrigation Systems Act, 1997
Andhra Pradesh (Scheduled Castes, Scheduled Tribes and Backward Classes) Regulation of issue of Community Certificates Act, 1993
Andhra Pradesh Civil Courts Act, 1972, 2007_M_144.txt, 2003_P_31.txt, 2002_G_56.txt, 2009_O_15.txt, 2006_P_74.txt, 2004_T_86.txt, 2008_V_6.txt, 2010_M_145.txt, 2011_P_27.txt
Andhra Pradesh Regulation of Trade in Indian Made Foreign Liquor Foreign Liquor Act, 1993
Andhra Pradesh General Sales Tax (Second Amendment) Act, 1976
Andhra Pradesh Motor Vehicles Taxation (Amendment) Act, 1994
Andhra Pradesh (Andhra Area) Inams (Assessment) Act, 1955
Andhra Pradesh Assigned Lands (Prohibition of Transfers) Amendment Act, 1989
Andhra Pradesh Yogadhyayana Parishad Act, 1987
Andhra Pradesh Entertainments Tax (Amendment) Act, 1991
Andhra Pradesh Payment of Salaries and Pension and Removal of Disqualifications (Third Amendment) Act, 1998
Andhra Pradesh Private Aided Educational Staff (Regulation of Pay) Act, 2000
Andhra Pradesh Civil Courts (Amendment) Act, 2000
Andhra Pradesh Excise and the Andhra Pradesh (Regulation of Trade in Indian made Foreign Liquor, Foreign Liquor) Acts (Amendment) Act, 2012
Andhra Pradesh Co-operative Societies (Amendment) Act, 1996
Andhra Pradesh Universities (Second Amendment) Act, 1993
Andhra Pradesh Appropriation (No.2) Act, 2011
Andhra Pradesh Urban Areas (Development) (Amendment) Act, 1997
Andhra Pradesh General Sales Tax (Amendment) Act, 1979
Andhra Pradesh Universities (Amendment) Act, 2001
Andhra Pradesh Municipal Laws (Amendment) Act, 2012
Andhra Pradesh Sports Authorities (Amendment) Act, 1996
Andhra Pradesh Co-operative Societies (Amendment) Amending Act, 1991
Andhra Pradesh State Commission for Scheduled Castes and Scheduled Tribes Act, 2003
Code of Criminal Procedure (Andhra Pradesh Amendment) Act, 1987
Andhra Pradesh Value Added Tax (Sixth Amendment) Act, 2007
Andhra Pradesh Payment of Salaries and Pension and Removal of Disqualifications (Second Amendment) Act, 2012
Tamil Nadu Registration of Practitioners of Integrated Medicine Act, 1956
Sri Venkateswara Institute of Medical Science University Act, 1995
Andhra Pradesh Civil Courts (Amendment) Act, 2015
Andhra Pradesh General Sales Tax (Amendment) Act, 1985, 1997_C_234.txt
Cyberabad (Metropolitan Area) Police Act, 2004
Andhra Pradesh Value Added Tax (Third Amendment) Act 2015
Andhra Pradesh Advocates' Welfare Fund (Amendment) Act, 2011
Andhra Pradesh Reorganisation (Amendment) Act, 2015
Andhra Pradesh Education (Amendment) Act, 1993
Andhra Pradesh Rashtra Karshaka Parishad and Allied Bodies Act, 1987
Andhra Pradesh Shops and Establishments Act, 1966, 2001_G_11.txt
Andhra Pradesh (Agricultural Produce and Livestock) Markets (Amendment) Act, 2015, 2016_S_407.txt
Andhra Pradesh Value Added Tax (Second Amendment) Act, 2007
Andhra Pradesh Excise (Second Amendment) Act, 2010
Andhra Pradesh (Andhra Area) Inams (Abolition and Conversion into Ryotwari) Act, 1956, 2003_T_88.txt, 1990_K_18.txt, 2013_G_20.txt, 1996_G_77.txt
Andhra Pradesh Mandala Praja Parishads, Zilla Praja Parishads and Zilla Abhivrudhi Sameeksha Mandals (Second Amendment) Act, 1987
Andhra Pradesh Payment of Salaries and Pension and Removal of Disqualifications (Second Amendment) Act, 1989
Andhra Pradesh Excise (Amendment) Act, 1994
Andhra Pradesh Motor Vehicles Taxation (Amendment) Act, 2010
Andhra Pradesh Societies Registration (Validation) Act, 1959
Andhra Pradesh Value Added Tax (Amendment) Act, 2006
Andhra Pradesh Value Added Tax (Second Amendment) Act, 2006
Andhra Pradesh Motor Vehicles Taxation (Amendment) Act, 1987
Andhra Pradesh Water Resources Development Corporation (Amendment) Act, 2017
Andhra Pradesh Universities Act, 1991
Andhra Pradesh Official Language Act, 1966
Andhra Pradesh Survey and Boundaries (Validation) Act, 1924
Andhra Pradesh (Agricultural Produce and Livestock) Markets (Amendment) Act, 1995
Andhra Pradesh Cooperative Societies (Amendment) Act, 2000
Andhra Pradesh Value Added Tax (Fifth Amendment) Act, 2007
Andhra Pradesh Rashtra Karshaka Parishad and Allied Bodies (Amendment) Act, 1989
Andhra Pradesh Prevention of Disfigurement of Open Places and, Prohibition of obscene and objectionable Posters and Advertisements, Act, 1997
Andhra Pradesh Excise (Amendment) Act, 1989
Andhra Pradesh Value Added Tax (Amendment) Act, 2007
Andhra Pradesh Private Educational Institutions Grant-in-Aid (Regulation) Amendment Act, 1989
Andhra Pradesh Universities (Amendment) Act, 2004
Andhra Pradesh Tax on Luxuries (Amendment) Act, 1997
Andhra Pradesh Revenue Enquiries (Extension and Amendment) Act, 1958
Andhra Pradesh Lokayuktha and Upa-Lokayuktha (Second Amendment) Act, 2002
Andhra Pradesh Municipal Laws (Second Amendment) Act, 1992
Andhra Pradesh Oil Palm (Regulation of Production and Processing) (Amendment) Act, 2000
Andhra Pradesh Mutually Aided Co-operative Societies Act, 1995, 2011_A_4.txt, 2017_C_68.txt
Andhra Pradesh Agricultural University (Third Amendment) Act, 1996
Andhra Pradesh Value Added Tax (Amendment) Act, 2016
Andhra Pradesh Land Encroachment Act, 1905, 2007_M_144.txt, 2004_B_83.txt, 2002_G_56.txt, 2008_B_119.txt, 2008_A_162.txt, 1982_G_13.txt, 2010_M_145.txt
Andhra Pradesh Electricity Duty (Amendment) Act, 1996
Andhra Pradesh Essential Services Maintenance Act, 1971
Andhra Pradesh Entertainments Tax Act, 1939, 2002_R_97.txt, 2008_G_3.txt, 2007_H_47.txt, 1993_A_60.txt
Andhra Pradesh Co-operative Laws (Second Amendment) Act, 1987
Andhra Pradesh Corneal Grafting (Amendment) Act, 1986
Andhra Pradesh Payment of Salaries and Pension and Removal of Disqualifications (Amendment) Act, 2010
Andhra Pradesh Commission for Backward classes (Amendment) Act, 2000
Andhra Pradesh Value Added Tax (Third Amendment) Act, 2012
Andhra Pradesh (Issuance of Integrated Registration and Furnishing of Combined Returns under various Labour Laws by certain Establishments) Act, 2015
Andhra Pradesh Municipal Laws (Second Amendment) Act, 1990
Hyderabad Leprosy Act, 1953
Andhra Pradesh Entertainments Tax (Amendment) Act, 1997
Andhra Pradesh (Regulation of Appointments to Public Services and Rationalization of Staff Pattern and Pay Structure) (Amendment) Act, 2004
Hyderabad Export Duties (Validation) Repeal Act, 2001
Andhra Pradesh Advocates Welfare Fund and the Andhra Pradesh Advocates Clerks Welfare Fund (Amendment) Act, 2003
Andhra Pradesh Irrigation Utilisation and Command Area Development (Amendment) Act, 1993
Registration (Andhra Pradesh Second Amendment) Act, 1999
Andhra Pradesh Municipalities (Amendment) Act, 2011
Andhra Pradesh Co-operative Societies (Second Amendment) Act, 1998
Arbitration (Andhra Pradesh Amendment) Act, 1990, 2009_M_71.txt, 2003_M_201.txt
Andhra Pradesh Reorganisation (Amendment) Act, 2014
Andhra Pradesh Co-operative Spinning Mills (Regulation) (Amendment) Act, 2001
Andhra Pradesh Mandala Praja Parishads, Zilla Praja Parishads and Zilla Pranalika, Abhivrudhi Mandals (Amendment) Act, 1987
University of Health Sciences (Amendment) Act, 1988
Andhra Pradesh Rent and Revenue Sales and the Madras Revenue Recovery (Andhra Pradesh Extension and Amendment) Act, 1958
Andhra Pradesh Municipal Laws (Second Amendment) Act, 1994
Andhra Pradesh Entertainments Tax (Amendment) Act, 2008
Andhra Pradesh Lokayukta and Upa-Lokayukta (Amendment) Act, 1987
Andhra Pradesh Assigned Lands (Prohibition of Transfers) (Amendment) Act, 2007
Andhra Pradesh Value Added Tax (Amendment) Act, 2011
Andhra Pradesh Irrigation (Construction and Maintenance of Water Courses) Act, 1965
Andhra Pradesh Municipal Laws (Amendment) Act, 1996
Andhra Pradesh Co-operative Societies (Amendment) Amending Act, 1991 (16 of 1991)
Hyderabad Metropolitan Development Authority Act, 2008
Andhra Pradesh Universities (Amendment) Act, 2007
Andhra Pradesh Assigned Lands (Prohibition of Transfers) (Amendment) Act, 1998
Andhra Pradesh Tax on Professions Trades, Callings and Employments (Amendment) Act, 2013
Andhra Pradesh University of Law (Amendment) Act, 2012
Andhra Pradesh Public Libraries (Amendment) Act, 1989
Andhra Pradesh Excise Act, 1968, 1977_S_21.txt, 2015_K_30.txt, 1996_N_42.txt, 2001_M_251.txt, 2015_G_33.txt, 1987_Y_1.txt, 2003_T_92.txt, 2004_C_146.txt, 1995_S_467.txt, 2003_D_48.txt, 2010_S_377.txt, 2008_S_779.txt, 1996_O_1.txt, 1980_A_31.txt, 2008_S_682.txt, 1987_A_19.txt, 1988_M_43.txt, 2001_K_155.txt, 2000_A_172.txt, 1985_S_111.txt, 2007_S_143.txt, 1985_C_21.txt, 2004_S_274.txt, 1976_C_29.txt
Andhra Pradesh (Agricultural Produce and Livestock) Markets (Amendment and Validation) Act, 1971
Andhra Pradesh Prison Development Board Act, 2001
Andhra Pradesh Irrigation Utilization and Command Area Development (Amendment) Act, 1993
Andhra Pradesh Appropriation (No.2) Act, 2007
Andhra Pradesh Prevention of Begging Act, 1977
Andhra Pradesh Panchayat Raj (Amendment) Act, 2011
Andhra Pradesh Advocates' Clerks' Welfare Fund (Amendment) Act, 2011
Andhra Pradesh Commission for Backward Classes (Amendment) Act, 1995
Maharashtra Agricultural Lands (Ceiling on Holdings) Act, 1961, 1985_S_95.txt, 1995_G_61.txt, 1995_S_311.txt, 1986_S_73.txt, 1990_S_279.txt, 1989_S_147.txt, 1989_P_44.txt, 1986_S_144.txt, 1986_C_31.txt, 1999_S_276.txt, 1994_J_49.txt, 2005_A_78.txt, 1989_T_22.txt, 1993_B_2.txt, 1995_S_522.txt, 1977_D_4.txt, 1976_C_59.txt, 2014_S_363.txt, 1988_J_28.txt, 2015_S_369.txt, 1975_S_1.txt, 1993_V_28.txt, 2011_S_397.txt, 1990_S_277.txt, 1983_B_28.txt, 1968_M_12.txt, 1985_S_20.txt, 1994_M_75.txt, 1985_A_25.txt, 1982_M_26.txt, 1978_R_33.txt, 1976_G_32.txt, 1989_S_223.txt
Andhra Pradesh (Andhra Area) Tenancy Act, 1956, 2008_A_276.txt, 2008_P_119.txt, 1976_R_45.txt, 2016_S_39.txt, 2001_S_487.txt
Andhra Pradesh Court Fees and Suits Valuation (Amendment) Act, 1992
Andhra Pradesh (Andhra Area) District Police (Amendment) Act, 1989
Andhra Pradesh Interest Free Sales Tax Loans for Industries (Imposition of Ceiling) Act, 1987
Andhra Pradesh Towns Nuisances Act, 1889
Andhra Pradesh Educational Institutions (Regulation of Admissions and Prohibition of Capitation Fee) (Amendment) Act, 2009
Andhra Pradesh Regularisation of the Unauthorised constructions in Municipal Corporations, Municipalities and Urban Development Authorities Act, 2003
Andhra Pradesh Water, Land and Trees Act, 2002
National Academy of Legal Studies and Research University (Amendment) Act, 2010
Andhra Pradesh General Sales Tax (Second Amendment) Act, 1987
Andhra Pradesh Co-operative Laws (Amendment) Act, 1991
Andhra Pradesh Appropriation Act, 2010
Andhra Pradesh Municipal Laws (Amendment) Act, 2001
Andhra Pradesh Pawn Brokers Act, 2002
Andhra Pradesh Payment of Salaries and Pension and Removal of Disqualifications (Amendment) Act, 2011
Andhra Pradesh Small Scale Industries (Restriction on Sales Tax Holiday) (Amendment) Act, 1996
Andhra Pradesh Buildings (Lease, Rent and Eviction) Control Act, 1960, 1989_M_1.txt, 2006_S_499.txt, 1987_S_75.txt, 1987_D_3.txt, 2000_G_45.txt, 1975_P_15.txt, 1988_N_5.txt, 1994_K_50.txt, 2002_B_22.txt, 2000_S_164.txt, 2015_B_66.txt, 1986_D_54.txt, 1987_P_19.txt, 1986_S_79.txt, 1986_M_17.txt, 1989_P_18.txt, 1998_P_71.txt, 1995_A_45.txt, 1995_K_85.txt, 1981_H_14.txt, 1990_S_144.txt, 1994_P_28.txt, 1979_R_3.txt, 1987_G_43.txt, 1999_O_11.txt, 1994_U_61.txt, 1976_S_62.txt, 1978_F_4.txt, 2009_G_121.txt, 1998_N_47.txt, 2002_N_68.txt, 2004_U_68.txt, 2001_V_32.txt, 1981_K_31.txt, 1999_B_127.txt, 1994_K_9.txt, 1985_S_124.txt, 1988_V_8.txt
Andhra Pradesh Panchayat Raj Act, 1994, 2015_T_40.txt, 2015_I_17.txt, 1996_C_9.txt, 2009_V_60.txt
Andhra Pradesh Farmers Management of Irrigation Systems (Amendment) Act, 1999
Andhra Pradesh Mandala Praja Parishads, Zilla Praja Parishads, and Zilla Abhivrudhi Sameeksha Mandals (Amendment) Act, 1989
Andhra Pradesh Devadasis (Prohibition of Dedication) Act, 1988
Andhra Pradesh General Sales Tax (Second Amendment) Act, 1995
Andhra Pradesh (Agricultural Produce and Livestock) Markets (Amendment) Act, 2000
Hyderabad Municipal Corporations (Amendment) Act, 1999
Andhra Pradesh Transplantation of Human organs Act, 1995
Andhra Pradesh Prohibition of Ragging Act, 1997
Andhra Pradesh General Sales Tax (Second Amendment) Act, 1988
Andhra State Act, 1953, 2015_B_66.txt, 1983_S_80.txt, 1992_H_22.txt, 1978_U_23.txt, 1958_S_51.txt, 2010_S_381.txt, 1975_T_15.txt, 1957_N_1.txt, 1986_U_5.txt, 1971_S_137.txt
Andhra Pradesh District Collector's Powers (Delegation) Act, 1961
Andhra Pradesh Appropriation Act, 2011
Andhra Pradesh Tax on Entry of Motor Vehicles into Local Areas Act, 1996
Dr. Y.S.R. Horticultural University (Amendment) Act, 2017
Andhra Pradesh Infrastructure Development Enabling (Amendment) Act, 2002
Andhra Pradesh Farmers Management of Irrigation Systems (Amendment) Act, 2010
Andhra Pradesh Appropriation (No.2) Act, 2012
Andhra Pradesh Electricity Duty (Amendment) Act, 2003
Andhra Pradesh Sugarcane (Regulation of Supply and Purchase) (Amendment) Act, 2007
Indian Stamp (Andhra Pradesh Amendment) Act, 1989
Andhra Pradesh (Telangana Area) Abolition of Inams (Amendment) Act, 1986
Andhra Pradesh Land Reforms (Ceiling on Agricultural Holdings) Act, 1973, 2008_A_276.txt, 1990_S_146.txt, 2006_U_117.txt, 2006_S_324.txt, 2000_L_26.txt, 2008_S_766.txt, 1991_G_31.txt, 1999_V_28.txt, 2003_A_169.txt, 2000_T_86.txt, 2008_T_46.txt, 1993_S_279.txt, 2000_K_79.txt, 1992_M_71.txt, 2007_S_193.txt, 1995_S_388.txt, 2003_K_45.txt, 1997_A_175.txt, 2003_S_322.txt, 1990_G_2.txt, 1997_T_175.txt, 2017_A_42.txt, 1983_B_28.txt, 1996_T_38.txt, 2005_T_11.txt, 2008_S_355.txt, 2003_C_98.txt, 1994_S_198.txt
Andhra Pradesh (Krishna, Godavari and Pennar Delta Area) Drainage Cess Act, 1985
Andhra Pradesh (Regulation of Appointments to Public Services and Rationalization of Staff Pattern and Pay Structure) Act, 1994, 2009_A_21.txt
Andhra Pradesh General Sales Tax (Amendment) Act, 1987
Andhra Pradesh (Telangana Area) Atiyat Enquiries Act, 1952
Andhra Pradesh Municipal Laws (Second Amendment) Act, 2011
Andhra Pradesh Mandala Praja Parishads, Zilla Praja Parishads and Zilla Pranalika and Abhivrudhi Sameeksha Mandals (Amendment) Act, 1992
Andhra Pradesh Co-operative Societies (Amendment) Act, 2001
Andhra Pradesh Co-operative Societies (Second Amendment) Act, 1991
Andhra Pradesh General Sales Tax (Amendment) Act, 1995
Andhra Pradesh Forest Produce (Fixation of Selling Prices) Act, 1989
Code of Criminal Procedure (Andhra Pradesh Amendment) Act, 2007
Andhra Pradesh Payment of Salaries and Pension and Removal of Disqualifications (Amendment) Act, 1993
Andhra Pradesh Municipal Laws (Amendment) Act, 1999
Andhra Pradesh Entertainments Tax (Second Amendment) Act, 1988, 2002_R_97.txt
Andhra Pradesh Value Added Tax (Amendment) Act, 2015
Andhra Pradesh Co-operative Societies (Amendment) Act, 1999
Andhra Pradesh Buildings (Lease, Rent and Eviction) Control (Amendment) Act, 1997
Andhra Pradesh Taxation Offences (Inapplicability of Limitation) Act, 1982
Andhra Pradesh Scheduled Castes (Rationalisation of Reservations), Act, 2000
Andhra Pradesh Government Property (Preservation, Protection and Resumption) Act, 2007
Andhra Pradesh Occupants of Homesteads (Conferment of Ownership) Act, 1976
Andhra Pradesh Co-operative Societies (Amendment) Act, 1990
Andhra Pradesh (Telangana Area) Tenancy and Agricultural Lands Act, 1950, 1987_M_123.txt, 2006_N_8.txt, 2009_S_38.txt, 2000_K_30.txt, 2004_S_579.txt, 2004_K_83.txt, 2008_M_254.txt, 2007_G_77.txt, 2014_N_2.txt, 2004_T_27.txt, 2003_K_45.txt, 2016_S_39.txt, 2008_M_19.txt, 1985_T_9.txt, 2010_M_145.txt, 1973_S_231.txt, 2002_N_73.txt, 1993_L_7.txt
Andhra Pradesh Special Protection Force Act, 1991
Andhra Pradesh Appropriation Act, 2012
Andhra Pradesh Fiscal Responsibility and Budget Management (Amendment) Act, 2010
Nizams Institute of Medical Sciences Act, 1989
Andhra Pradesh Farmers Management of Irrigation Systems (Amendment) Act, 2003
Andhra Pradesh Private Educational Institutions Grant-in-Aid (Regulation) Act, 1988, 2000_G_17.txt
Andhra Pradesh Rights in Land and Pattadar Pass Books Act, 1971, 2017_A_42.txt
Andhra Pradesh Excise (Amendment) Act, 1998
Andhra Pradesh Public Security Act, 1992
Andhra Pradesh Urban Areas (Development) (Amendment) Act, 1994
Contract Labour (Regulation and Abolition) (Andhra Pradesh Amendment) Act, 2003
Andhra Pradesh (Agricultural Produce and Livestock) Markets Act, 1966, 1983_S_132.txt, 2004_P_111.txt, 1997_S_125.txt, 1985_S_91.txt, 2012_T_12.txt
Andhra Pradesh Value Added Tax (Amendment) Act, 2013
Andhra Pradesh Municipal Laws (Amendment) Act, 1997
Andhra Pradesh Municipal Laws (Second Amendment) Act, 2001
Code of Criminal Procedure (Andhra Pradesh Amendment) Act, 1992
Andhra Pradesh Public Libraries (Second Amendment) Act, 1987
Andhra Pradesh Tax on Professions, Trades, Callings and Employments (Amendment) Act, 2012
Andhra Pradesh Land Revenue (Additional Wet Assessment) Act, 1975
Andhra Pradesh Reservation in Favour of Socially and Educationally Backward Classes of Muslims Act, 2007
Andhra Pradesh Cooperative Societies (Amendment) Act, 1995
Indian Penal Code (Andhra Pradesh Amendment) Act, 1991
Andhra Pradesh (Agricultural Produce and Livestock) Markets (Amendment) Act, 1988
Andhra Pradesh Labour Welfare Fund Act, 1987
Andhra Pradesh (Regulation of Appointments to Public Services and Rationalization of Staff Pattern and Pay Structure) (Amendment) Act, 1997
Indian Stamp Act, 1899 (As applicable in Telangana)
Andhra Pradesh Cooperative Spanning Mills (Regulation) (Amendment) Act, 1995
Andhra Pradesh General Sales Tax (Second Amendment) Act, 1997
Andhra Pradesh College Service Commission (Amendment) Act, 1990
Indian Stamp (Andhra Pradesh Amendment) Act, 2002
Andhra Pradesh Rashtra Karshaka Parishad and Allied Bodies (Repeal) Act, 1991
Andhra Pradesh Farmers Agricultural Debts (Moratorium) Act, 2004
Indian Stamp Act, 1899 (As applicable in Andhra Pradesh)
Andhra Pradesh Societies Registration (Andhra Pradesh Amendment) Act, 1984
Hindu Succession (Andhra Pradesh Amendment) Act, 1986, 1991_S_7.txt, 2000_L_26.txt
Mulki Rules Act, 1972
Andhra Pradesh Payment of Salaries and Pension and Removal of Disqualifications (Amendment) Act, 1990
Andhra Pradesh Urban Areas (Development) (Amendment) Act, 1996
Andhra Pradesh Urban Areas (Development)(Amendment) Act, 1997
Andhra Pradesh Non-Agricultural Lands Assessment (Amendment) Act, 1994
Andhra Pradesh Value Added Tax (Third Amendment) Act, 2007
Andhra Pradesh Rural Development Act, 1996, 2006_V_35.txt
Andhra Pradesh Micro Finance Institutions (Regulation of Money Lending) Act, 2011
